Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R01.d	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R02.d	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R03.d	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R04.d	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R05.d	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R06.d	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R07.d	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R08.d	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R09.d
Q969Z4	Q969Z4	TR19L_HUMAN	RELT	Tumor necrosis factor receptor superfamily member 19L	4398.57	3947.98	3932.88	4095.38	4180.26	3980.51	2870.34	4417.59	3488
Q96AM1	Q96AM1	MRGRF_HUMAN	MRGPRF	Mas-related G-protein coupled receptor member F	4453	4198.39	4349.29	3894.3	4214.72	5196.86	3932.43	4516.11	3239.08
Q96AP7	Q96AP7	ESAM_HUMAN	ESAM	Endothelial cell-selective adhesion molecule	19190.4	14339.3	15511.3	16092.4	19348.7	15326	16758.5	14535.4	14398.7
Q96AQ6	Q96AQ6	PBIP1_HUMAN	PBXIP1	Pre-B-cell leukemia transcription factor-interacting protein 1	5399.76	4847.52	4811.59	5420.93	4943.01	6027.57	5826.86	5499.23	4787.26
Q96B86	Q96B86	RGMA_HUMAN	RGMA	Repulsive guidance molecule A	47246.9	50292.2	39020.2	42242.1	47937.5	44159.3	45277.5	41888.2	43569.8
Q96BY9	Q96BY9	SARAF_HUMAN	SARAF	Store-operated calcium entry-associated regulatory factor	4816.22	3960.08	4562.82	4138.17	4051.49	5706.96	4685.52	4036.46	5135.63
Q96BZ4	Q96BZ4	PLD4_HUMAN	PLD4	5'-3' exonuclease PLD4	33538	33939.2	33757.7	36344.7	37787.1	39693.8	37418.5	35021.3	40221
Q96CG8	Q96CG8	CTHR1_HUMAN	CTHRC1	Collagen triple helix repeat-containing protein 1	4152.7	4102.18	4937.78	3680.41	4222.22	3377.36	5305.37	4475.77	4932.93
Q96CW9	Q96CW9	NTNG2_HUMAN	NTNG2	Netrin-G2	5994.98	3848.87	4662.83	5363.88	3362.69	3407.27	6756.68	4478.59	3990.16
Q96CX2	Q96CX2	KCD12_HUMAN	KCTD12	BTB/POZ domain-containing protein KCTD12	4658.65	4320.59	5052.58	5489.96	4380.98	4910.77	4713.61	4980.8	4806.68
Q96DD7	Q96DD7	SHSA4_HUMAN	SHISA4	Protein shisa-4	5490.27	6123.92	5184.13	7040.23	7156.75	7393.16	3636.42	5849.29	6056.79
Q96DZ1	Q96DZ1	ERLEC_HUMAN	ERLEC1	Endoplasmic reticulum lectin 1	1346.82	1034.65	1097.44	459.76	1663.17	1434.76	1685.21	1151.64	1205.75
Q96EE4	Q96EE4	CC126_HUMAN	CCDC126	Coiled-coil domain-containing protein 126	12630.4	12607.4	13822.1	12473.6	13840.1	13221.1	13457	13583.6	10871.4
Q96EG1	Q96EG1	ARSG_HUMAN	ARSG	Arylsulfatase G	2256.66	2348.41	1244.13	1650.91	1605.81	1286.81	1906.3	1605.26	2010.55
Q96EU7	Q96EU7	C1GLC_HUMAN	C1GALT1C1	C1GALT1-specific chaperone 1	2919	3704.87	3134.34	1869.5	3627.24	3003.31	3345.9	2595.07	1805.58
Q96F85	Q96F85	CNRP1_HUMAN	CNRIP1	CB1 cannabinoid receptor-interacting protein 1	241.656	718	552.985	394.71	583.659	663.25	398.69	558.537	351.687
Q96FE5	Q96FE5	LIGO1_HUMAN	LINGO1	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1	34571	38829.1	36034.5	36623.7	36631.6	36310.6	38580.2	35837.1	37516.5
Q96FE7	Q96FE7	P3IP1_HUMAN	PIK3IP1	Phosphoinositide-3-kinase-interacting protein 1	425132	511968	446383	470633	470547	468067	483889	526959	436037
Q96GD0	Q96GD0	PLPP_HUMAN	PDXP	Chronophin	1975.07	2364.89	2355.39	1461.55	2343.33	1847.76	2212.49	1857.48	1330.59
Q96GW7	Q96GW7	PGCB_HUMAN	BCAN	Brevican core protein	247893	258401	235593	235529	239111	241656	228083	242666	247371
Q96HD1	Q96HD1	CREL1_HUMAN	CRELD1	Protein disulfide isomerase CRELD1	9388.74	10679.1	10394.9	10309.1	9394.67	9677.02	9445.12	9453.63	9431.53
Q96HF1	Q96HF1	SFRP2_HUMAN	SFRP2	Secreted frizzled-related protein 2	1807.74	2529.21	2696.58	3550.56	3578.98	2928.71	3428.62	3096.76	3292.63
Q96HY6	Q96HY6	DDRGK_HUMAN	DDRGK1	DDRGK domain-containing protein 1	953.605	1173.62	1829.64	2165.07	1217.95	948.501	965.24	1139.86	1682.29
Q96ID5	Q96ID5	IGS21_HUMAN	IGSF21	Immunoglobulin superfamily member 21	7647.64	9678.36	7640.08	7218.8	7930.61	8298.11	7583.44	7288.84	8100.52
Q96IU4	Q96IU4	ABHEB_HUMAN	ABHD14B	Protein ABHD14B	3727.56	4156.78	3640.43	3441.93	3005.74	3981.55	3751.25	3810.83	4258.13
Q96IY4	Q96IY4	CBPB2_HUMAN	CPB2	Carboxypeptidase B2	33585.2	33098.5	34279.5	34902.1	32980.4	33202.3	33367.9	33503	33420.3
Q96J42	Q96J42	TXD15_HUMAN	TXNDC15	Thioredoxin domain-containing protein 15	430.874	1140.25	1104.72	1305.12	1789.24	825.081	798.502	1189.85	1065.66
Q96JA1	Q96JA1	LRIG1_HUMAN	LRIG1	Leucine-rich repeats and immunoglobulin-like domains protein 1	2662.81	2847.52	3174.62	2691.74	3189.09	2870.61	3138.97	3311.98	3689.02
Q96JF0	Q96JF0	SIAT2_HUMAN	ST6GAL2	Beta-galactoside alpha-2,6-sialyltransferase 2	9125.05	7438.54	10470	7896.83	8008.65	7244.22	11106	9538.71	7472.73
Q96JQ0	Q96JQ0	PCD16_HUMAN	DCHS1	Protocadherin-16	2508.9	2132.58	3008.94	2546.11	1895.09	2611.33	2562.52	2381.02	1563.58
Q96KG7	Q96KG7	MEG10_HUMAN	MEGF10	Multiple epidermal growth factor-like domains protein 10	64299	66479.8	65516.7	68153.8	67496.3	66221.4	63396.8	65038.5	62499.7
Q96KN2	Q96KN2	CNDP1_HUMAN	CNDP1	Beta-Ala-His dipeptidase	645599	662857	664243	642384	661656	631314	639870	649187	686731
Q96KP4	Q96KP4	CNDP2_HUMAN	CNDP2	Cytosolic non-specific dipeptidase	1609.82	1433.63	1461.7	1400.55	1413.79	2100.47	1063.37	1731.13	1180.47
Q96L03	Q96L03	SPT17_HUMAN	SPATA17	Spermatogenesis-associated protein 17	35570.4	34572.5	35344.8	31817.9	33496.8	34909.4	32286	32825.4	29320.3
Q96LR4	Q96LR4	TAFA4_HUMAN	TAFA4	Chemokine-like protein TAFA-4	1576.53	896.082	930.268	1517.1	1444.74	1480.73	1480.98	868.757	1330.25
Q96MM7	Q96MM7	H6ST2_HUMAN	HS6ST2	Heparan-sulfate 6-O-sulfotransferase 2	1476.79	819.239	1431.32	801.761	892.374	1216.29	1418.3	1421.36	
Q96MU8	Q96MU8	KREM1_HUMAN	KREMEN1	Kremen protein 1	14060.3	13742.7	16104.3	16546.6	12019.6	16468.4	15605	14172.1	8203.5
Q96NU0;Q9BZ76	Q96NU0;Q9BZ76	CNT3B_HUMAN;CNTP3_HUMAN	CNTNAP3;CNTNAP3B	Contactin-associated protein-like 3B	1081.86	1047.52	745.462	964.993	1571.72	523.209	1012.42	728.362	784.653
Q96NY7	Q96NY7	CLIC6_HUMAN	CLIC6	Chloride intracellular channel protein 6	765.337	525.255	1110.99	1044.43	796.654	734.888	1092.7	855.956	630.297
Q96NZ9	Q96NZ9	PRAP1_HUMAN	PRAP1	Proline-rich acidic protein 1	13171.3	15098.5	12823.2	12730.9	13175.4	15244	12753.3	11680	13648.8
Q96P44	Q96P44	COLA1_HUMAN	COL21A1	Collagen alpha-1(XXI) chain	17471.4	14645.5	16043.6	19897.8	15606.1	18918.1	17257.5	12199.5	
Q96P71	Q96P71	NECA3_HUMAN	NECAB3	N-terminal EF-hand calcium-binding protein 3			2885.43	2296.79		3345.53		1175.61	2602.45
Q96PB7	Q96PB7	NOE3_HUMAN	OLFM3	Noelin-3	1051.33	953.025	1799.11	943.493	2041.39	1730.86	1773.47	1214.1	801.438
Q96PD2	Q96PD2	DCBD2_HUMAN	DCBLD2	Discoidin, CUB and LCCL domain-containing protein 2	2300.34	2550.18	4640.13	4632.51	5167.53	2691.99	2470.06	4621.35	1818.59
Q96PD5	Q96PD5	PGRP2_HUMAN	PGLYRP2	N-acetylmuramoyl-L-alanine amidase	213390	214339	211539	215197	218373	205240	213622	222615	181754
Q96PQ0	Q96PQ0	SORC2_HUMAN	SORCS2	VPS10 domain-containing receptor SorCS2	16693.6	5621.27	4148.13	4926.07	3410.37	2707.2	17557.6	25813.7	
Q96PX8	Q96PX8	SLIK1_HUMAN	SLITRK1	SLIT and NTRK-like protein 1	33604.3	37093.4	38518.4	38252.5	40321.7	36290.1	34339.9	33522.1	36867.6
Q96Q89	Q96Q89	KI20B_HUMAN	KIF20B	Kinesin-like protein KIF20B	301491	315188	325119	351029	327455	306205	315961	297081	253892
Q96QA5	Q96QA5	GSDMA_HUMAN	GSDMA	Gasdermin-A	2606.63	2207.49	2481.84	2245.24	1455.96	1466.63	1867.53	2397.24	2534.34
Q96QV1	Q96QV1	HHIP_HUMAN	HHIP	Hedgehog-interacting protein	2857.31		5039.73	2961.23	3178.4	2414.5	1099.53	2385.71	3119.16
Q96RP7	Q96RP7	G3ST4_HUMAN	GAL3ST4	Galactose-3-O-sulfotransferase 4	1890.11	1937.93	1853.24	1670.65	2488.57	2031.2	984.305	2666.42	1684.77
Q96RW7	Q96RW7	HMCN1_HUMAN	HMCN1	Hemicentin-1	2630.69	2936.02	2550.26	2949.91	3084.93	2729.46	2772.68	3201.81	2888.43
Q96S82	Q96S82	UBL7_HUMAN	UBL7	Ubiquitin-like protein 7	1207.1	1512.93	1553.67	2525.18	1516.12	2499.58	2117.13	2180.03	1592.23
Q96S96	Q96S96	PEBP4_HUMAN	PEBP4	Phosphatidylethanolamine-binding protein 4	80598.1	77700.9	71720.1	68968.9	68344.4	59063.5	64354.2	68488.3	100909
Q96TC7	Q96TC7	RMD3_HUMAN	RMDN3	Regulator of microtubule dynamics protein 3	3621.19	3001.76	4263.63	2751.85	2690.77	2734.18	2534.76	2811.36	3019.1
Q99435	Q99435	NELL2_HUMAN	NELL2	Protein kinase C-binding protein NELL2	263326	257877	253690	234629	253752	256502	254093	256719	255168
Q99497	Q99497	PARK7_HUMAN	PARK7	Parkinson disease protein 7	40621.1	44026	30277.6	35720.6	40048.2	37949	37518	37381.7	33530.2
Q99519	Q99519	NEUR1_HUMAN	NEU1	Sialidase-1	8809.48	7464.37	6912.1	9461.46	8661.4	8314.03	7831.89	6839.73	8071.33
Q99523	Q99523	SORT_HUMAN	SORT1	Sortilin	10544.3	6454.15	9483.59	7136.59	9712.7	11127.7	11450.3	11430.2	11125.9
Q99536	Q99536	VAT1_HUMAN	VAT1	Synaptic vesicle membrane protein VAT-1 homolog	4552.09	4209.3	5418.72	4597.31	5687.35	5739.81	3752.05	5331.63	5236.91
Q99538	Q99538	LGMN_HUMAN	LGMN	Legumain	5247	4915.46	5264.87	4884.88	5358.58	4884.65	4625.39	5240.14	5184.96
Q99574	Q99574	NEUS_HUMAN	SERPINI1	Neuroserpin	103231	104516	100537	102928	104668	94088.9	98057.2	97153.2	105481
Q99650	Q99650	OSMR_HUMAN	OSMR	Oncostatin-M-specific receptor subunit beta	4538.85	4765.65	5704.32	4985.52	4541.35	4877.31	4304.46	4719.08	6035.31
Q99674	Q99674	CGRE1_HUMAN	CGREF1	Cell growth regulator with EF hand domain protein 1	26746	31131	25513.1	25592.2	30725.1	28814.4	30622.1	26909.9	29387
Q99715	Q99715	COCA1_HUMAN	COL12A1	Collagen alpha-1(XII) chain	8942.09	9471.01	8661.31	9581.42	8803.44	8223.63	8847.28	9612.2	10259.8
Q99727	Q99727	TIMP4_HUMAN	TIMP4	Metalloproteinase inhibitor 4	7608.06	6711.12	6722.98	8184.81	8737.86	7632.07	6760.19	7639.33	7301.3
Q99784	Q99784	NOE1_HUMAN	OLFM1	Noelin	26165.3	27485	30089.2	29630	27995.2	31476.1	29074.2	32936	25549.3
Q99946	Q99946	PRRT1_HUMAN	PRRT1	Proline-rich transmembrane protein 1	6756.9	4085.17	7013.52	4871.05	5166.77	5761.81	4140.29	5002.15	4672.84
Q99969	Q99969	RARR2_HUMAN	RARRES2	Retinoic acid receptor responder protein 2	72999.1	73360.8	73810.8	75509.2	75960.9	76414.1	74801.4	75196	67502.1
Q99972	Q99972	MYOC_HUMAN	MYOC	Myocilin	6953.21	7963.89	7979.83	7693.97	7330.75	7680.15	7442.72	7472.12	6857.34
Q99983	Q99983	OMD_HUMAN	OMD	Osteomodulin	53135.1	53227.6	49953.9	44489.6	50167.5	46592.4	51116.2	52679.3	43447.5
Q99985	Q99985	SEM3C_HUMAN	SEMA3C	Semaphorin-3C	4215.8	4813.59	4203.3	4847.24	4482.24	5165.16	4499.51	4134.63	4414.77
Q99988	Q99988	GDF15_HUMAN	GDF15	Growth/differentiation factor 15	663.361	1125.46	1351.06	963.227	1282.18	742.21	1258.28	1672.11	1012.9
Q9BQ16	Q9BQ16	TICN3_HUMAN	SPOCK3	Testican-3	23619.4	24519.4	24912.3	25549	24878.4	24580.8	22624.5	24153.2	24417.1
Q9BQE3	Q71U36;Q9NY65;Q9BQE3;P0DPH7;P0DPH8;Q6PEY2	TBA1C_HUMAN	TUBA1C	Tubulin alpha-1C chain	2794.68	1896.86	2054.87	684.516	2051.94	2710.84	1558.68	2064	
Q9BQS7	Q9BQS7	HEPH_HUMAN	HEPH	Hephaestin	2914.34	3240.4	2329.02	2762.49	1818.81	2724.71	3048.84	2485.63	2555.17
Q9BQT9	Q9BQT9	CSTN3_HUMAN	CLSTN3	Calsyntenin-3	10542	10700	9501.55	10929.5	11419.7	11571.1	12009.2	10956.2	11069.8
Q9BRA2	Q9BRA2	TXD17_HUMAN	TXNDC17	Thioredoxin domain-containing protein 17	6166.29	8396.39	7690.45	7704.36	7476.9	6809.66	7412.25	7079.6	6953.74
Q9BRK3	Q9BRK3	MXRA8_HUMAN	MXRA8	Matrix remodeling-associated protein 8	16772.3	17112	14561.6	14421.9	16994.8	12824.7	14129.6	14024.1	17855.4
Q9BRK5	Q9BRK5	CAB45_HUMAN	SDF4	45 kDa calcium-binding protein	20776.9	19163.3	19643.8	19995.9	20513.5	20338.6	20414.6	22344	22152.6
Q9BS26	Q9BS26	ERP44_HUMAN	ERP44	Endoplasmic reticulum resident protein 44	2592.58	1694.21	2370.1	1621.05	2514.11	1758.4	1056.8	1794.61	1694.56
Q9BSG5	Q9BSG5	RTBDN_HUMAN	RTBDN	Retbindin	3690.05	3722.47	4299.89	4558.03	2924.21	2961	3832.81	3940.01	4422.25
Q9BT09	Q9BT09	CNPY3_HUMAN	CNPY3	Protein canopy homolog 3	2190.43	1970.18	3007.88	2751.33	1762.99	3030.74	3967.84	3116.39	2137.91
Q9BTY2	Q9BTY2	FUCO2_HUMAN	FUCA2	Plasma alpha-L-fucosidase	26973.8	26013.8	26195.1	29773.6	28512.8	26678	25386	30001.4	30341.7
Q9BU40	Q9BU40	CRDL1_HUMAN	CHRDL1	Chordin-like protein 1	39049.4	39072.3	41601	42267.3	42778.6	40092.4	43193.5	45023.9	40331.6
Q9BUD6	Q9BUD6	SPON2_HUMAN	SPON2	Spondin-2	16630.1	19016.3	18049.4	16935.4	19316.7	14545.7	17525.4	17895.7	17040.4
Q9BUJ0	Q9BUJ0	ABHEA_HUMAN	ABHD14A	Protein ABHD14A	6370.1	7478.29	7956.21	7115.23	6895.75	6767.31	6862.51	5989.43	4428.83
Q9BUN1	Q9BUN1	MENT_HUMAN	MENT	Protein MENT	2049.5	2229.13	2213.76	2147.45	2947.69	2297.16	2135.35	2100.68	2132.56
Q9BV94	Q9BV94	EDEM2_HUMAN	EDEM2	ER degradation-enhancing alpha-mannosidase-like protein 2	4254.32			5490.89			3991.23		3839.33
Q9BVH7	Q9BVH7	SIA7E_HUMAN	ST6GALNAC5	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	1742.31	2253.18	2371.26	2014.48	1477.26	1829.51	2022.01	1013.54	640.198
Q9BWP8	Q9BWP8	COL11_HUMAN	COLEC11	Collectin-11	2767.32	2441.97	3314.2	2991.87	3470.42	3323.13	3602.01	3515.27	2872.65
Q9BWS9	Q9BWS9	CHID1_HUMAN	CHID1	Chitinase domain-containing protein 1	4706.01	3735.89	3511.7	4543.42	4342.37	5194.68	5186.76	6289.47	5211.24
Q9BWV1	Q9BWV1	BOC_HUMAN	BOC	Brother of CDO	3860.43	3076.72	3615.58	3791.59	3004.25	4324.36	3494.02	4999.27	4674.07
Q9BX67	Q9BX67	JAM3_HUMAN	JAM3	Junctional adhesion molecule C	4406.26	3357.11	4334.18	5571.72	3568.87	3900.97	4003.38	3721.52	3766.27
Q9BX84	Q9BX84	TRPM6_HUMAN	TRPM6	Transient receptor potential cation channel subfamily M member 6	1664.78	2360.89	2581.8	2792.08	2588.99	2428.11	853.249	3747.43	1722.46
Q9BXJ0	Q9BXJ0	C1QT5_HUMAN	C1QTNF5	Complement C1q tumor necrosis factor-related protein 5	20898	22940.5	20036.4	21015.6	22077.8	19395.5	17056.8	20846.8	25780.1
Q9BXJ1	Q9BXJ1	C1QT1_HUMAN	C1QTNF1	Complement C1q tumor necrosis factor-related protein 1	4414.48	6473.16	7236.33	4823.42	4738.57	4412.6	5771.12	7789.34	3134.88
Q9BXJ3	Q9BXJ3	C1QT4_HUMAN	C1QTNF4	Complement C1q tumor necrosis factor-related protein 4	9108.05	8817.92	8695.39	6922.34	7867.51	7773.31	7051.99	7314.34	6911.98
Q9BXJ4	Q9BXJ4	C1QT3_HUMAN	C1QTNF3	Complement C1q tumor necrosis factor-related protein 3	24835.9	26458.8	26894.2	22813.2	24761.4	24030.4	18863.5	21922.8	70586
Q9BXP8	Q9BXP8	PAPP2_HUMAN	PAPPA2	Pappalysin-2	4561.36	5674.05	5268.24	5429.51	4960.69	5313.46	5008.34	5148.77	4821.76
Q9BXR6	Q9BXR6	FHR5_HUMAN	CFHR5	Complement factor H-related protein 5	1945.72	2476.76	2126.15	2332.33	3016.55	2733.95	2233.95	2355.02	1829.66
Q9BXS4	Q9BXS4	TMM59_HUMAN	TMEM59	Transmembrane protein 59	1310.58	2080.37	2307.15	2960.22	3789.24	3254.83	3396.15	3336.99	2082.25
Q9BXT4	Q9BXT4	TDRD1_HUMAN	TDRD1	Tudor domain-containing protein 1	922.607	1697.21		568.625	859.191	1335.71	2014.15	2357.55	2272.73
Q9BXX0	Q9BXX0	EMIL2_HUMAN	EMILIN2	EMILIN-2	37772.7	35083.2	40047.5	34912.5	34923.7	39456.3	26089.6	31366.4	18327.2
Q9BY43	Q9BY43	CHM4A_HUMAN	CHMP4A	Charged multivesicular body protein 4a	3054.86	1736.15	2441.25	2239.57	3104.19	2361.48	2819.99	2167.76	
Q9BY67	Q9BY67	CADM1_HUMAN	CADM1	Cell adhesion molecule 1	38917.4	38066.2	35957.5	36755.3	37723.6	40385	36326	37031	43397.6
Q9BY76	Q9BY76	ANGL4_HUMAN	ANGPTL4	Angiopoietin-related protein 4	1405.24	1399.56	1013.45	1075.26	1700.72	1244.48	1036.18	1357.27	1125.97
Q9BY79	Q9BY79	MFRP_HUMAN	MFRP	Membrane frizzled-related protein	6185.89	5269.34	6397.67	6867.91	6026.8	5725.3	5001.62	5235.06	6955.51
Q9BYH1	Q9BYH1	SE6L1_HUMAN	SEZ6L	Seizure 6-like protein	43381.8	38544.9	40363.9	36086.3	34717	35827.9	34793.1	37446	37237.7
Q9BYJ0	Q9BYJ0	FGFP2_HUMAN	FGFBP2	Fibroblast growth factor-binding protein 2	6357.45	5726.95	6737.91	6812.68	6149.05	5847.26	6196.66	5701.78	4510.56
Q9BYZ2	Q9BYZ2	LDH6B_HUMAN	LDHAL6B	L-lactate dehydrogenase A-like 6B	860.401	632.347	732.562		673.4	458.903			
Q9BZC1	Q9BZC1	CELF4_HUMAN	CELF4	CUGBP Elav-like family member 4	6145.21	7085.54	5822.76	6819.44	7733.36	6361.4	6768.38	7786.53	5463.9
Q9BZC7	Q9BZC7	ABCA2_HUMAN	ABCA2	ATP-binding cassette sub-family A member 2	3862.39	4175.91	3094.16	2946.11	3292.72	2951.66	2755.43	3652.81	1359.01
Q9BZR6	Q9BZR6	RTN4R_HUMAN	RTN4R	Reticulon-4 receptor	31508.8	31916.8	29113.5	30407.5	30563.4	31220.6	31329.8	28840.8	29347.7
Q9BZV3	Q9BZV3	IMPG2_HUMAN	IMPG2	Interphotoreceptor matrix proteoglycan 2	3037.48	3011.05	2470.64	2503.74	2079.71	2832.91	2925.11	2283.39	2221.34
Q9C0A0	Q9C0A0	CNTP4_HUMAN	CNTNAP4	Contactin-associated protein-like 4	58351.5	57978.2	57834.8	56746.5	55471.7	57593.2	58231.1	57011.4	56878.6
Q9C0C4	Q9C0C4	SEM4C_HUMAN	SEMA4C	Semaphorin-4C	2621.6	3557.42	2669.5	3020.04	3751.62	3265.16	3063.84	2016.45	3054.63
Q9GZM7	Q9GZM7	TINAL_HUMAN	TINAGL1	Tubulointerstitial nephritis antigen-like	4002.53	4051	3954.67	4708.85	4074.35	3914.23	4726.87	4883.57	3754.21
Q9GZP0	Q9GZP0	PDGFD_HUMAN	PDGFD	Platelet-derived growth factor D	1948.6	2514.91	1577.75	1517.22	2003.38	2511.51	2689.68	2428.69	3106.34
Q9GZP4	Q9GZP4	PITH1_HUMAN	PITHD1	PITH domain-containing protein 1	5621.85	4920.91	5716.11	6050.97	7647.11	6511.08	6093.68	6460.56	5623.58
Q9GZT8	Q9GZT8	NIF3L_HUMAN	NIF3L1	NIF3-like protein 1	4614.27	4357.79	5685.27	5641.49	4654.49	4891	4525.02	6283.13	4055.84
Q9GZX3	Q9GZX3	CHST6_HUMAN	CHST6	Carbohydrate sulfotransferase 6	627.035	928.664	564.832	1031.38	841.549	486.12	479.294	1360.74	416.114
Q9GZX9	Q9GZX9	TWSG1_HUMAN	TWSG1	Twisted gastrulation protein homolog 1	9914.38	9039.64	10019	11601.3	11171.9	9970.22	10232.2	10491	11906.8
Q9H093	Q9H093	NUAK2_HUMAN	NUAK2	NUAK family SNF1-like kinase 2	66068.1	45332.8	61502.9	64752.4	64413.7	60981.6	53544.6	63270	35876.5
Q9H0R4	Q9H0R4	HDHD2_HUMAN	HDHD2	Haloacid dehalogenase-like hydrolase domain-containing protein 2	3016.93	2306.19	2325.1	3414.64	3518.54	2860.1	3198.58	3382.11	3302.27
Q9H0W9	Q9H0W9	CK054_HUMAN	C11orf54	Ester hydrolase C11orf54	2072.29	2182.87	2416.11	2586.34	2351.65	2748.97	3344.34	2450.84	3414.48
Q9H0X4	Q9H0X4	F234A_HUMAN	FAM234A	Protein FAM234A	524.859	831.088	62.8757	650.011	1010.85	638.348	437.833	767.22	765.575
Q9H156	Q9H156	SLIK2_HUMAN	SLITRK2	SLIT and NTRK-like protein 2	2586.22	2157.75	2601.7	2340.37	2995.99	2323.24	2661	2591.5	2546.7
Q9H173	Q9H173	SIL1_HUMAN	SIL1	Nucleotide exchange factor SIL1	3472.33	3134.34	2579.83	3025.49	3118.25	2760.27	2968.13	3948.15	2370.1
Q9H1B5	Q9H1B5	XYLT2_HUMAN	XYLT2	Xylosyltransferase 2	4651.51	4123.13	5217.07	4050.91	4267.48	4713.12	4618.54	5267.5	5227.94
Q9H1E5	Q9H1E5	TMX4_HUMAN	TMX4	Thioredoxin-related transmembrane protein 4	847.061	1336.74	1777.94	1246.88	1187.09	1358.5	4515.32	987.655	
Q9H1I8	Q9H1I8	ASCC2_HUMAN	ASCC2	Activating signal cointegrator 1 complex subunit 2	1480.39	2133.87	1055.73	717.099	1928.03	1424.97	1825.25	1707.72	1463.67
Q9H1U4	Q9H1U4	MEGF9_HUMAN	MEGF9	Multiple epidermal growth factor-like domains protein 9	13104.5	12041.1	11498.4	10203.9	10888.6	10259	9511.26	12598.9	12807.4
Q9H1Z8	Q9H1Z8	AUGN_HUMAN	ECRG4	Augurin	3922.69	4391.71	4894.42	6128.14	5705.31	5011.85	3948.77	3821.81	3248.32
Q9H299	Q9H299	SH3L3_HUMAN	SH3BGRL3	SH3 domain-binding glutamic acid-rich-like protein 3	6675.08	8487.17	7192.08	9678.15	6920.95	9151.77	8547.22	10078.5	6353.05
Q9H2A7	Q9H2A7	CXL16_HUMAN	CXCL16	C-X-C motif chemokine 16	8441.93	9567.51	8647.61	9080.22	6055.62	8691.68	9028.07	8829.36	11287.4
Q9H2A9	Q9H2A9	CHST8_HUMAN	CHST8	Carbohydrate sulfotransferase 8	13710.5	14814.7	15826.8	16667	13864.4	15906.9	12803.2	13012.3	16697.1
Q9H2E6	Q9H2E6	SEM6A_HUMAN	SEMA6A	Semaphorin-6A	26536.1	22487.6	27071.2	23955.9	22890.5	26161.1	21804.9	24899.8	22278.5
Q9H2X0	Q9H2X0	CHRD_HUMAN	CHRD	Chordin	13066.1	13795.5	12097.3	13632.7	12360.5	12629	13182.1	12893.9	11214.6
Q9H2X9	Q9H2X9	S12A5_HUMAN	SLC12A5	Solute carrier family 12 member 5	5089.79	2354.78	3318.82		1826.12	2882.7	3136.91	1916.72	3924.79
Q9H336	Q9H336	CRLD1_HUMAN	CRISPLD1	Cysteine-rich secretory protein LCCL domain-containing 1	5086.14	4534.21	4513.04	4967.19	5153.07	4889.01	4494.58	3919.39	2879.37
Q9H3G5	Q9H3G5	CPVL_HUMAN	CPVL	Probable serine carboxypeptidase CPVL	16688	15809.2	14900.8	14891.2	13653.5	15980	13068.1	13836.6	17861.5
Q9H3S1	Q9H3S1	SEM4A_HUMAN	SEMA4A	Semaphorin-4A	2299.96	1697.95	2300.9	1530.57	2306.58	2317.64	2042.6	1880.12	1876.28
Q9H3S3	Q9H3S3	TMPS5_HUMAN	TMPRSS5	Transmembrane protease serine 5	1449.51	1807.53	1523.58	1695.33	1785.36	1474.51	1529.2	1996.51	1342.41
Q9H3T2	Q9H3T2	SEM6C_HUMAN	SEMA6C	Semaphorin-6C	2777.76	2273.01	2200.27	1955.94	1871.5	2489.34	2896.98	2760.01	2103.17
Q9H3T3	Q9H3T3	SEM6B_HUMAN	SEMA6B	Semaphorin-6B	3336.58	4775.29	3542.17	2791.27	3811.09	4350.11	4687.59	3073.33	7016.02
Q9H3U7	Q9H3U7	SMOC2_HUMAN	SMOC2	SPARC-related modular calcium-binding protein 2				155.561					526.841
Q9H461	Q9H461	FZD8_HUMAN	FZD8	Frizzled-8	7855.17	4179.47	5279.47	3819.2	4663.53	4631.07	3827.19	4758.79	1769.9
Q9H4A9	Q9H4A9	DPEP2_HUMAN	DPEP2	Dipeptidase 2	739.927	986.219	1928.37	1010.09	864.388	904.185	1068.7	1029.31	904.394
Q9H4D0	Q9H4D0	CSTN2_HUMAN	CLSTN2	Calsyntenin-2	17710.5	16576.6	16096	16614.6	15491	16406.9	17722.3	16274.7	15352.8
Q9H4F8	Q9H4F8	SMOC1_HUMAN	SMOC1	SPARC-related modular calcium-binding protein 1	52317.3	47348	46337	46857	49552.9	45078.7	51489.2	55005.3	62740.5
